Label (Grouping),['Total', 'Less than $10000', '$10000 to $14999', '$15000 to $24999', '$25000 to $34999', '$35000 to $49999', '$50000 to $74999', '$75000 to $99999', '$100000 to $149999', '$150000 to $199999', '$200000 or more', 'Median income (dollars)', 'Mean income (dollars)', 'PERCENT ALLOCATED', 'Household income in the past 12 months', 'Family income in the past 12 months', 'Nonfamily income in the past 12 months']
11415 Households Estimate,['8546', '3.9%', '4.6%', '6.8%', '4.4%', '8.0%', '18.9%', '13.9%', '17.0%', '10.4%', '12.1%', '80360', '108386', '', '34.6%', '(X)', '(X)']
11415 Households Margin of Error,['±429', '±1.5', '±1.5', '±2.0', '±1.9', '±2.7', '±3.3', '±2.3', '±2.9', '±2.4', '±2.4', '±7273', '±7699', '', '(X)', '(X)', '(X)']
11415 Families Estimate,['4373', '1.7%', '4.4%', '2.7%', '3.1%', '8.0%', '15.1%', '12.8%', '21.1%', '16.2%', '14.9%', '105548', '125883', '', '(X)', '40.6%', '(X)']
11415 Families Margin of Error,['±425', '±1.5', '±2.1', '±1.5', '±2.4', '±3.3', '±3.8', '±3.3', '±4.6', '±4.1', '±3.4', '±11081', '±9225', '', '(X)', '(X)', '(X)']
11415 Married-couple families Estimate,['3128', '1.4%', '3.6%', '2.7%', '1.2%', '5.3%', '14.0%', '13.0%', '22.9%', '18.6%', '17.5%', '115769', 'N', '', '(X)', '(X)', '(X)']
11415 Married-couple families Margin of Error,['±381', '±2.0', '±2.3', '±1.8', '±1.1', '±2.8', '±3.7', '±3.7', '±5.8', '±4.8', '±4.2', '±8627', 'N', '', '(X)', '(X)', '(X)']
11415 Nonfamily households Estimate,['4173', '6.3%', '5.2%', '11.4%', '5.6%', '10.1%', '22.5%', '14.6%', '13.9%', '3.5%', '6.9%', '62026', '80574', '', '(X)', '(X)', '28.1%']
11415 Nonfamily households Margin of Error,['±408', '±2.7', '±2.5', '±3.4', '±2.5', '±3.9', '±5.1', '±4.0', '±3.5', '±1.6', '±2.7', '±9990', '±8151', '', '(X)', '(X)', '(X)']
11416 Households Estimate,['7372', '3.9%', '3.2%', '7.1%', '8.5%', '10.2%', '15.6%', '14.7%', '18.9%', '9.8%', '8.2%', '76477', '97553', '', '73.5%', '(X)', '(X)']
11416 Households Margin of Error,['±416', '±1.3', '±1.2', '±1.6', '±2.4', '±2.8', '±3.9', '±2.8', '±3.6', '±2.1', '±1.8', '±6021', '±6386', '', '(X)', '(X)', '(X)']
11416 Families Estimate,['6019', '2.7%', '1.5%', '6.8%', '10.1%', '10.4%', '15.2%', '13.9%', '20.1%', '10.6%', '8.7%', '80656', '100589', '', '(X)', '75.4%', '(X)']
11416 Families Margin of Error,['±421', '±1.2', '±0.9', '±1.8', '±2.8', '±3.2', '±4.4', '±2.5', '±3.3', '±2.5', '±2.0', '±6818', '±7180', '', '(X)', '(X)', '(X)']
11416 Married-couple families Estimate,['3760', '0.6%', '1.3%', '5.2%', '9.1%', '7.7%', '13.4%', '18.2%', '23.2%', '11.9%', '9.3%', '89478', 'N', '', '(X)', '(X)', '(X)']
11416 Married-couple families Margin of Error,['±364', '±0.7', '±1.1', '±2.3', '±3.0', '±3.9', '±4.3', '±3.6', '±4.5', '±3.5', '±2.6', '±8023', 'N', '', '(X)', '(X)', '(X)']
11416 Nonfamily households Estimate,['1353', '12.3%', '10.1%', '11.5%', '1.7%', '13.5%', '14.9%', '15.0%', '13.6%', '3.4%', '4.0%', '50639', '68314', '', '(X)', '(X)', '62.1%']
11416 Nonfamily households Margin of Error,['±286', '±5.4', '±6.3', '±4.7', '±1.4', '±8.0', '±7.4', '±7.1', '±10.5', '±2.7', '±2.8', '±20052', '±11867', '', '(X)', '(X)', '(X)']
11417 Households Estimate,['9347', '5.5%', '2.6%', '7.0%', '6.2%', '12.6%', '14.6%', '13.7%', '17.7%', '10.0%', '10.0%', '78498', '95069', '', '63.2%', '(X)', '(X)']
11417 Households Margin of Error,['±514', '±1.7', '±1.0', '±2.0', '±2.3', '±3.3', '±2.5', '±2.9', '±2.5', '±2.0', '±1.9', '±7025', '±5266', '', '(X)', '(X)', '(X)']
11417 Families Estimate,['7550', '3.7%', '1.8%', '6.8%', '4.9%', '13.8%', '14.7%', '11.8%', '20.3%', '11.3%', '10.9%', '85613', '100731', '', '(X)', '65.9%', '(X)']
11417 Families Margin of Error,['±494', '±1.6', '±1.0', '±2.4', '±1.7', '±3.9', '±2.9', '±3.1', '±3.2', '±2.4', '±2.2', '±9101', '±5693', '', '(X)', '(X)', '(X)']
11417 Married-couple families Estimate,['5206', '2.5%', '1.2%', '7.0%', '3.9%', '12.1%', '13.0%', '13.2%', '22.3%', '13.2%', '11.6%', '94846', 'N', '', '(X)', '(X)', '(X)']
11417 Married-couple families Margin of Error,['±493', '±1.3', '±0.9', '±3.5', '±2.1', '±4.8', '±3.2', '±3.9', '±4.4', '±3.2', '±2.9', '±9969', 'N', '', '(X)', '(X)', '(X)']
11417 Nonfamily households Estimate,['1797', '15.3%', '4.8%', '8.7%', '14.1%', '9.5%', '18.6%', '17.6%', '8.2%', '2.8%', '0.4%', '45509', '53999', '', '(X)', '(X)', '48.2%']
11417 Nonfamily households Margin of Error,['±330', '±5.7', '±2.8', '±3.5', '±9.6', '±3.2', '±7.3', '±6.6', '±5.0', '±2.2', '±0.5', '±20156', '±7344', '', '(X)', '(X)', '(X)']
11418 Households Estimate,['11609', '3.5%', '2.3%', '4.8%', '10.7%', '11.7%', '15.6%', '15.0%', '17.5%', '8.2%', '10.6%', '77708', '98400', '', '49.8%', '(X)', '(X)']
11418 Households Margin of Error,['±666', '±1.1', '±1.0', '±1.3', '±2.5', '±3.5', '±2.3', '±2.8', '±3.0', '±2.2', '±1.8', '±6305', '±5699', '', '(X)', '(X)', '(X)']
11418 Families Estimate,['8639', '2.1%', '1.6%', '4.1%', '11.2%', '10.6%', '15.9%', '14.2%', '19.6%', '9.4%', '11.1%', '81563', '103603', '', '(X)', '52.0%', '(X)']
11418 Families Margin of Error,['±594', '±0.8', '±0.8', '±1.5', '±3.0', '±3.8', '±2.7', '±2.8', '±3.7', '±2.5', '±2.0', '±8224', '±6487', '', '(X)', '(X)', '(X)']
11418 Married-couple families Estimate,['6033', '0.7%', '0.8%', '3.6%', '10.8%', '11.5%', '14.2%', '12.3%', '21.2%', '10.4%', '14.5%', '90288', 'N', '', '(X)', '(X)', '(X)']
11418 Married-couple families Margin of Error,['±543', '±0.6', '±0.8', '±1.9', '±4.2', '±5.4', '±3.3', '±3.1', '±5.3', '±2.8', '±2.6', '±13754', 'N', '', '(X)', '(X)', '(X)']
11418 Nonfamily households Estimate,['2970', '8.9%', '5.6%', '6.9%', '9.9%', '16.5%', '16.9%', '17.4%', '9.4%', '4.1%', '4.4%', '53707', '67721', '', '(X)', '(X)', '40.6%']
11418 Nonfamily households Margin of Error,['±440', '±3.8', '±2.6', '±2.9', '±3.3', '±7.0', '±4.5', '±7.3', '±4.5', '±2.4', '±3.2', '±12715', '±6970', '', '(X)', '(X)', '(X)']
11419 Households Estimate,['12856', '3.1%', '1.7%', '7.6%', '7.6%', '9.3%', '15.7%', '13.4%', '21.9%', '9.6%', '10.2%', '84245', '101888', '', '61.2%', '(X)', '(X)']
11419 Households Margin of Error,['±664', '±1.7', '±0.8', '±2.0', '±2.2', '±2.4', '±3.0', '±3.3', '±3.5', '±1.5', '±1.5', '±4981', '±4928', '', '(X)', '(X)', '(X)']
11419 Families Estimate,['10544', '1.9%', '1.0%', '7.2%', '5.5%', '10.5%', '15.8%', '12.8%', '24.8%', '10.0%', '10.5%', '89587', '105897', '', '(X)', '60.6%', '(X)']
11419 Families Margin of Error,['±623', '±0.9', '±0.5', '±2.2', '±1.3', '±2.9', '±3.1', '±3.0', '±3.9', '±1.9', '±1.7', '±8203', '±5382', '', '(X)', '(X)', '(X)']
11419 Married-couple families Estimate,['6883', '1.3%', '0.7%', '6.6%', '3.8%', '10.3%', '13.1%', '11.7%', '27.3%', '11.1%', '14.2%', '102274', 'N', '', '(X)', '(X)', '(X)']
11419 Married-couple families Margin of Error,['±488', '±0.9', '±0.6', '±2.9', '±1.3', '±3.0', '±2.3', '±2.7', '±4.7', '±2.4', '±2.4', '±6667', 'N', '', '(X)', '(X)', '(X)']
11419 Nonfamily households Estimate,['2312', '11.2%', '5.3%', '11.6%', '17.3%', '8.7%', '12.7%', '16.4%', '4.9%', '4.7%', '7.1%', '43163', '65288', '', '(X)', '(X)', '60.1%']
11419 Nonfamily households Margin of Error,['±457', '±8.4', '±3.0', '±5.3', '±10.0', '±3.9', '±4.6', '±9.2', '±3.4', '±3.3', '±3.4', '±17321', '±9814', '', '(X)', '(X)', '(X)']
11420 Households Estimate,['13555', '4.1%', '2.1%', '4.4%', '5.6%', '9.4%', '16.4%', '13.9%', '20.2%', '12.7%', '11.1%', '89027', '108168', '', '69.1%', '(X)', '(X)']
11420 Households Margin of Error,['±618', '±1.2', '±0.8', '±1.2', '±1.5', '±1.7', '±2.4', '±2.4', '±2.7', '±2.1', '±2.2', '±4521', '±5075', '', '(X)', '(X)', '(X)']
11420 Families Estimate,['11776', '3.0%', '1.8%', '4.7%', '5.2%', '9.6%', '15.8%', '15.2%', '20.7%', '12.5%', '11.5%', '91119', '108999', '', '(X)', '71.0%', '(X)']
11420 Families Margin of Error,['±609', '±1.1', '±0.8', '±1.4', '±1.5', '±1.9', '±2.5', '±2.9', '±2.8', '±2.4', '±2.4', '±4712', '±5164', '', '(X)', '(X)', '(X)']
11420 Married-couple families Estimate,['7888', '1.6%', '1.0%', '3.4%', '4.6%', '5.8%', '14.2%', '17.0%', '22.6%', '14.2%', '15.4%', '105871', 'N', '', '(X)', '(X)', '(X)']
11420 Married-couple families Margin of Error,['±540', '±0.8', '±0.8', '±1.4', '±1.8', '±1.6', '±3.5', '±4.1', '±3.4', '±3.0', '±3.6', '±8899', 'N', '', '(X)', '(X)', '(X)']
11420 Nonfamily households Estimate,['1779', '12.5%', '4.9%', '6.0%', '11.7%', '14.8%', '18.2%', '9.8%', '12.0%', '5.3%', '4.8%', '50156', '69608', '', '(X)', '(X)', '55.9%']
11420 Nonfamily households Margin of Error,['±271', '±4.4', '±2.5', '±2.8', '±5.6', '±4.8', '±7.3', '±4.8', '±4.4', '±3.4', '±3.3', '±12245', '±11149', '', '(X)', '(X)', '(X)']
11421 Households Estimate,['11676', '4.4%', '2.6%', '3.9%', '5.8%', '11.3%', '20.5%', '12.7%', '18.3%', '10.4%', '10.4%', '76721', '101775', '', '65.9%', '(X)', '(X)']
11421 Households Margin of Error,['±652', '±1.4', '±1.0', '±1.0', '±1.4', '±2.1', '±3.4', '±1.8', '±2.1', '±2.0', '±2.1', '±3911', '±5524', '', '(X)', '(X)', '(X)']
11421 Families Estimate,['9355', '3.0%', '1.9%', '3.6%', '6.6%', '12.3%', '18.9%', '14.1%', '17.9%', '10.3%', '11.2%', '79745', '102043', '', '(X)', '68.1%', '(X)']
11421 Families Margin of Error,['±553', '±1.4', '±1.1', '±1.1', '±1.9', '±2.6', '±3.9', '±2.4', '±2.5', '±2.0', '±2.5', '±4993', '±5744', '', '(X)', '(X)', '(X)']
11421 Married-couple families Estimate,['5967', '2.8%', '1.4%', '2.4%', '5.2%', '11.9%', '20.6%', '14.0%', '18.0%', '13.5%', '10.1%', '81593', '104516', '', '(X)', '(X)', '(X)']
11421 Married-couple families Margin of Error,['±463', '±1.6', '±1.2', '±1.4', '±1.9', '±3.3', '±5.1', '±2.8', '±3.1', '±3.1', '±2.9', '±8703', '±6930', '', '(X)', '(X)', '(X)']
11421 Nonfamily households Estimate,['2321', '12.1%', '6.2%', '8.3%', '5.6%', '10.3%', '27.7%', '10.0%', '13.0%', '3.7%', '3.1%', '54907', '71821', '', '(X)', '(X)', '55.7%']
11421 Nonfamily households Margin of Error,['±409', '±4.1', '±3.1', '±3.3', '±2.7', '±3.7', '±8.9', '±4.1', '±4.0', '±2.3', '±2.0', '±4193', '±11013', '', '(X)', '(X)', '(X)']
11422 Households Estimate,['10191', '2.0%', '2.7%', '4.8%', '3.9%', '11.2%', '14.5%', '14.9%', '20.1%', '15.0%', '10.9%', '95945', '111079', '', '58.1%', '(X)', '(X)']
11422 Households Margin of Error,['±518', '±1.3', '±1.4', '±2.4', '±1.4', '±3.3', '±2.5', '±3.4', '±3.0', '±2.6', '±2.8', '±5424', '±7499', '', '(X)', '(X)', '(X)']
11422 Families Estimate,['7543', '1.3%', '1.2%', '4.5%', '3.5%', '9.6%', '13.7%', '16.8%', '21.5%', '15.5%', '12.4%', '99285', '117909', '', '(X)', '59.7%', '(X)']
11422 Families Margin of Error,['±518', '±1.0', '±1.0', '±3.1', '±1.6', '±3.0', '±2.6', '±4.4', '±3.6', '±3.2', '±3.3', '±7780', '±8657', '', '(X)', '(X)', '(X)']
11422 Married-couple families Estimate,['4437', '0.0%', '0.3%', '2.1%', '3.0%', '6.6%', '14.2%', '17.4%', '22.0%', '19.6%', '14.9%', '113036', 'N', '', '(X)', '(X)', '(X)']
11422 Married-couple families Margin of Error,['±502', '±0.1', '±0.5', '±1.6', '±2.0', '±2.7', '±3.8', '±4.4', '±3.8', '±4.2', '±5.4', '±13901', 'N', '', '(X)', '(X)', '(X)']
11422 Nonfamily households Estimate,['2648', '5.6%', '6.9%', '5.7%', '5.9%', '16.6%', '19.7%', '13.0%', '15.6%', '6.9%', '4.1%', '59352', '74008', '', '(X)', '(X)', '49.9%']
11422 Nonfamily households Margin of Error,['±427', '±4.0', '±4.4', '±3.7', '±3.4', '±7.9', '±6.6', '±5.1', '±6.1', '±4.0', '±3.0', '±11892', '±8946', '', '(X)', '(X)', '(X)']
11423 Households Estimate,['10007', '7.6%', '1.5%', '6.2%', '6.7%', '12.9%', '18.2%', '11.7%', '14.8%', '11.0%', '9.4%', '69386', '97308', '', '46.9%', '(X)', '(X)']
11423 Households Margin of Error,['±670', '±3.0', '±0.8', '±1.7', '±2.1', '±3.8', '±2.9', '±2.3', '±2.8', '±2.2', '±2.3', '±7510', '±8913', '', '(X)', '(X)', '(X)']
11423 Families Estimate,['7136', '3.5%', '1.4%', '4.2%', '7.9%', '11.6%', '16.8%', '13.1%', '16.8%', '12.3%', '12.3%', '85206', '108355', '', '(X)', '48.9%', '(X)']
11423 Families Margin of Error,['±600', '±1.4', '±0.8', '±1.2', '±4.3', '±3.6', '±3.1', '±3.0', '±3.1', '±2.5', '±3.1', '±9139', '±10984', '', '(X)', '(X)', '(X)']
11423 Married-couple families Estimate,['4348', '2.2%', '0.5%', '2.1%', '3.3%', '12.8%', '16.2%', '9.5%', '19.4%', '16.4%', '17.6%', '103000', 'N', '', '(X)', '(X)', '(X)']
11423 Married-couple families Margin of Error,['±416', '±1.7', '±0.6', '±1.2', '±1.9', '±5.6', '±3.9', '±3.2', '±4.1', '±3.5', '±4.3', '±9968', 'N', '', '(X)', '(X)', '(X)']
11423 Nonfamily households Estimate,['2871', '18.0%', '3.0%', '13.2%', '9.8%', '11.1%', '22.2%', '7.9%', '9.6%', '3.6%', '1.7%', '43679', '60119', '', '(X)', '(X)', '31.2%']
11423 Nonfamily households Margin of Error,['±498', '±9.1', '±2.3', '±5.5', '±4.8', '±4.5', '±6.4', '±3.5', '±5.1', '±2.9', '±1.6', '±11605', '±12811', '', '(X)', '(X)', '(X)']
11426 Households Estimate,['6256', '2.4%', '1.4%', '3.1%', '4.4%', '6.2%', '13.2%', '17.2%', '20.6%', '16.8%', '14.7%', '102818', '123526', '', '44.0%', '(X)', '(X)']
11426 Households Margin of Error,['±420', '±1.1', '±0.8', '±1.5', '±1.7', '±1.9', '±3.3', '±4.4', '±3.9', '±4.1', '±3.4', '±11741', '±8414', '', '(X)', '(X)', '(X)']
11426 Families Estimate,['4990', '1.6%', '0.9%', '1.7%', '3.0%', '5.4%', '10.2%', '19.9%', '22.9%', '17.7%', '16.8%', '116350', '134580', '', '(X)', '44.9%', '(X)']
11426 Families Margin of Error,['±405', '±1.1', '±0.8', '±1.5', '±1.6', '±2.1', '±3.4', '±5.3', '±4.4', '±4.5', '±3.9', '±11223', '±8814', '', '(X)', '(X)', '(X)']
11426 Married-couple families Estimate,['4238', '1.1%', '1.0%', '1.8%', '3.0%', '5.3%', '10.2%', '19.8%', '23.3%', '15.8%', '18.7%', '116150', 'N', '', '(X)', '(X)', '(X)']
11426 Married-couple families Margin of Error,['±412', '±1.2', '±1.0', '±1.8', '±1.8', '±2.6', '±3.9', '±6.0', '±4.7', '±4.4', '±4.6', '±11276', 'N', '', '(X)', '(X)', '(X)']
11426 Nonfamily households Estimate,['1266', '6.4%', '3.4%', '8.8%', '9.8%', '9.2%', '24.8%', '10.1%', '14.1%', '8.3%', '5.1%', '64567', '74671', '', '(X)', '(X)', '40.4%']
11426 Nonfamily households Margin of Error,['±251', '±3.5', '±2.6', '±4.5', '±5.9', '±4.5', '±10.5', '±5.6', '±7.3', '±6.6', '±6.5', '±12161', '±14052', '', '(X)', '(X)', '(X)']
11427 Households Estimate,['7970', '3.7%', '2.6%', '4.9%', '5.4%', '9.1%', '17.2%', '15.7%', '19.5%', '11.1%', '10.8%', '84000', '103543', '', '50.3%', '(X)', '(X)']
11427 Households Margin of Error,['±470', '±1.7', '±1.3', '±2.1', '±1.8', '±2.3', '±3.8', '±3.0', '±3.2', '±2.3', '±2.2', '±8397', '±6131', '', '(X)', '(X)', '(X)']
11427 Families Estimate,['6088', '2.4%', '1.2%', '4.3%', '2.2%', '7.2%', '17.7%', '15.0%', '23.4%', '12.9%', '13.6%', '99882', '116852', '', '(X)', '50.8%', '(X)']
11427 Families Margin of Error,['±449', '±1.7', '±0.8', '±2.3', '±1.0', '±2.6', '±4.1', '±3.3', '±4.0', '±2.9', '±2.7', '±15725', '±6680', '', '(X)', '(X)', '(X)']
11427 Married-couple families Estimate,['4357', '0.9%', '1.2%', '3.7%', '1.4%', '6.0%', '13.7%', '14.5%', '25.3%', '15.4%', '17.9%', '118207', 'N', '', '(X)', '(X)', '(X)']
11427 Married-couple families Margin of Error,['±398', '±0.7', '±1.2', '±2.7', '±0.8', '±2.6', '±3.7', '±3.4', '±4.4', '±3.8', '±4.0', '±10395', 'N', '', '(X)', '(X)', '(X)']
11427 Nonfamily households Estimate,['1882', '7.7%', '8.5%', '8.2%', '16.4%', '16.3%', '17.9%', '13.8%', '7.9%', '2.8%', '0.7%', '40556', '53161', '', '(X)', '(X)', '48.3%']
11427 Nonfamily households Margin of Error,['±298', '±4.4', '±4.7', '±4.3', '±6.5', '±6.2', '±8.3', '±5.4', '±4.2', '±2.5', '±0.9', '±9272', '±6250', '', '(X)', '(X)', '(X)']
11428 Households Estimate,['6298', '2.1%', '4.6%', '5.1%', '6.9%', '10.9%', '16.0%', '14.5%', '18.0%', '11.5%', '10.5%', '83417', '100568', '', '49.7%', '(X)', '(X)']
11428 Households Margin of Error,['±479', '±1.0', '±2.5', '±1.8', '±2.6', '±4.4', '±3.7', '±3.0', '±3.4', '±2.8', '±3.0', '±8814', '±7318', '', '(X)', '(X)', '(X)']
11428 Families Estimate,['5069', '1.8%', '2.3%', '5.0%', '4.1%', '11.2%', '14.0%', '16.4%', '19.7%', '13.8%', '11.6%', '94274', '109629', '', '(X)', '51.6%', '(X)']
11428 Families Margin of Error,['±458', '±1.0', '±2.7', '±2.0', '±1.5', '±5.6', '±3.3', '±4.1', '±3.4', '±3.5', '±3.6', '±5781', '±8516', '', '(X)', '(X)', '(X)']
11428 Married-couple families Estimate,['3812', '0.3%', '3.0%', '3.1%', '3.6%', '11.7%', '12.5%', '16.6%', '19.0%', '15.2%', '14.8%', '99204', 'N', '', '(X)', '(X)', '(X)']
11428 Married-couple families Margin of Error,['±474', '±0.3', '±3.6', '±1.5', '±1.7', '±7.4', '±4.0', '±4.6', '±3.7', '±4.3', '±4.5', '±9296', 'N', '', '(X)', '(X)', '(X)']
11428 Nonfamily households Estimate,['1229', '3.5%', '14.1%', '6.2%', '18.0%', '9.9%', '27.3%', '6.7%', '10.9%', '0.9%', '2.5%', '44181', '54737', '', '(X)', '(X)', '39.5%']
11428 Nonfamily households Margin of Error,['±297', '±3.6', '±8.5', '±4.2', '±12.5', '±5.1', '±13.9', '±3.9', '±6.0', '±1.0', '±3.8', '±17791', '±9297', '', '(X)', '(X)', '(X)']
11429 Households Estimate,['7974', '3.3%', '7.3%', '3.0%', '7.5%', '6.3%', '10.7%', '15.9%', '21.6%', '11.3%', '13.1%', '89318', '106897', '', '58.0%', '(X)', '(X)']
11429 Households Margin of Error,['±597', '±1.9', '±5.0', '±1.1', '±3.1', '±1.8', '±2.4', '±2.8', '±3.8', '±2.3', '±2.2', '±11552', '±7335', '', '(X)', '(X)', '(X)']
11429 Families Estimate,['6267', '0.8%', '1.4%', '2.3%', '7.5%', '6.2%', '11.9%', '17.5%', '26.2%', '11.8%', '14.5%', '107426', '118700', '', '(X)', '60.6%', '(X)']
11429 Families Margin of Error,['±408', '±0.7', '±1.1', '±1.1', '±3.8', '±1.9', '±2.9', '±3.0', '±5.0', '±2.8', '±2.6', '±8212', '±6073', '', '(X)', '(X)', '(X)']
11429 Married-couple families Estimate,['3476', '1.1%', '0.7%', '2.8%', '4.7%', '5.4%', '9.1%', '20.2%', '24.4%', '12.1%', '19.3%', '111774', 'N', '', '(X)', '(X)', '(X)']
11429 Married-couple families Margin of Error,['±351', '±1.2', '±0.9', '±1.8', '±4.2', '±2.5', '±3.1', '±4.2', '±5.5', '±3.5', '±4.0', '±9158', 'N', '', '(X)', '(X)', '(X)']
11429 Nonfamily households Estimate,['1707', '12.6%', '29.0%', '5.7%', '7.3%', '9.2%', '11.0%', '10.4%', '9.5%', '1.8%', '3.5%', '27725', '48366', '', '(X)', '(X)', '40.8%']
11429 Nonfamily households Margin of Error,['±452', '±8.3', '±18.3', '±3.4', '±4.9', '±5.1', '±6.9', '±5.6', '±5.8', '±1.7', '±2.8', '±20977', '±11874', '', '(X)', '(X)', '(X)']
11430 Households Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '-', '(X)', '(X)']
11430 Households Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
11430 Families Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '-', '(X)']
11430 Families Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
11430 Married-couple families Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '(X)', '(X)']
11430 Married-couple families Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
11430 Nonfamily households Estimate,['0', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', '(X)', '(X)', '-']
11430 Nonfamily households Margin of Error,['±13', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '**', '', '(X)', '(X)', '(X)']
11432 Households Estimate,['19783', '4.6%', '3.2%', '7.0%', '9.7%', '12.3%', '19.2%', '11.9%', '15.7%', '8.0%', '8.3%', '66246', '93363', '', '47.0%', '(X)', '(X)']
11432 Households Margin of Error,['±956', '±1.0', '±0.9', '±1.6', '±2.1', '±1.8', '±2.3', '±1.9', '±2.2', '±1.8', '±1.1', '±5741', '±5929', '', '(X)', '(X)', '(X)']
11432 Families Estimate,['14913', '2.7%', '1.9%', '4.8%', '9.8%', '12.8%', '20.8%', '10.6%', '16.9%', '10.1%', '9.6%', '71614', '101328', '', '(X)', '49.4%', '(X)']
11432 Families Margin of Error,['±984', '±1.0', '±0.9', '±1.5', '±2.8', '±2.2', '±2.8', '±1.9', '±2.5', '±2.4', '±1.2', '±5487', '±6610', '', '(X)', '(X)', '(X)']
11432 Married-couple families Estimate,['10583', '1.0%', '2.1%', '4.2%', '9.5%', '12.5%', '20.1%', '10.9%', '16.5%', '11.7%', '11.6%', '76903', '109016', '', '(X)', '(X)', '(X)']
11432 Married-couple families Margin of Error,['±805', '±0.7', '±1.1', '±1.5', '±3.3', '±2.5', '±3.6', '±1.9', '±3.0', '±3.4', '±1.8', '±8111', '±8586', '', '(X)', '(X)', '(X)']
11432 Nonfamily households Estimate,['4870', '11.3%', '7.1%', '13.6%', '10.5%', '11.3%', '19.4%', '12.9%', '9.9%', '1.7%', '2.4%', '43955', '61058', '', '(X)', '(X)', '35.3%']
11432 Nonfamily households Margin of Error,['±388', '±3.1', '±2.6', '±4.1', '±3.2', '±3.2', '±3.8', '±3.6', '±3.1', '±1.4', '±1.2', '±6537', '±8825', '', '(X)', '(X)', '(X)']
11433 Households Estimate,['10822', '6.6%', '6.1%', '7.8%', '6.4%', '11.5%', '16.3%', '12.2%', '15.8%', '9.9%', '7.3%', '68801', '85972', '', '65.1%', '(X)', '(X)']
11433 Households Margin of Error,['±482', '±1.6', '±1.8', '±1.9', '±1.4', '±2.7', '±3.1', '±2.5', '±2.2', '±2.2', '±2.3', '±4688', '±5542', '', '(X)', '(X)', '(X)']
11433 Families Estimate,['8357', '3.9%', '3.2%', '5.0%', '6.4%', '12.2%', '17.7%', '13.7%', '18.1%', '11.5%', '8.2%', '78865', '94665', '', '(X)', '67.6%', '(X)']
11433 Families Margin of Error,['±496', '±1.6', '±1.5', '±1.9', '±1.9', '±2.9', '±3.3', '±3.1', '±2.6', '±2.7', '±3.0', '±8003', '±6622', '', '(X)', '(X)', '(X)']
11433 Married-couple families Estimate,['4161', '1.5%', '1.6%', '2.6%', '4.7%', '10.2%', '13.6%', '16.8%', '20.9%', '19.6%', '8.5%', '97793', 'N', '', '(X)', '(X)', '(X)']
11433 Married-couple families Margin of Error,['±435', '±1.2', '±1.5', '±1.5', '±2.1', '±4.1', '±4.1', '±5.7', '±4.8', '±4.8', '±3.9', '±13219', 'N', '', '(X)', '(X)', '(X)']
